"","colony","species","year","plot","plotgroup","count"
"60304","Triangle Island","unidentified",2014,"p6","rhauplots",0
"60472","Triangle Island","unidentified",2019,"p6","rhauplots",0
"62096","Triangle Island","unidentified",2009,"p7","rhauplots",0
"61984","Triangle Island","unidentified",2014,"p7","rhauplots",1
"62152","Triangle Island","unidentified",2019,"p7","rhauplots",0
"63776","Triangle Island","unidentified",2009,"p8","rhauplots",0
"63664","Triangle Island","unidentified",2014,"p8","rhauplots",2
"63832","Triangle Island","unidentified",2019,"p8","rhauplots",0
"75648","Triangle Island","unidentified",1984,"p1","tupuplots",0
"76936","Triangle Island","unidentified",1989,"p1","tupuplots",0
"76992","Triangle Island","unidentified",1994,"p1","tupuplots",0
"77048","Triangle Island","unidentified",1999,"p1","tupuplots",0
"77160","Triangle Island","unidentified",2004,"p1","tupuplots",0
"77216","Triangle Island","unidentified",2009,"p1","tupuplots",0
"77104","Triangle Island","unidentified",2014,"p1","tupuplots",1
"77272","Triangle Island","unidentified",2019,"p1","tupuplots",0
"77328","Triangle Island","unidentified",1984,"p2","tupuplots",0
"78616","Triangle Island","unidentified",1989,"p2","tupuplots",0
"78672","Triangle Island","unidentified",1994,"p2","tupuplots",0
"78728","Triangle Island","unidentified",1999,"p2","tupuplots",0
"78840","Triangle Island","unidentified",2004,"p2","tupuplots",0
"78896","Triangle Island","unidentified",2009,"p2","tupuplots",0
"78784","Triangle Island","unidentified",2014,"p2","tupuplots",0
"78952","Triangle Island","unidentified",2019,"p2","tupuplots",0
"79008","Triangle Island","unidentified",1984,"p3","tupuplots",0
"80296","Triangle Island","unidentified",1989,"p3","tupuplots",0
"80352","Triangle Island","unidentified",1994,"p3","tupuplots",0
"80408","Triangle Island","unidentified",1999,"p3","tupuplots",0
"80520","Triangle Island","unidentified",2004,"p3","tupuplots",0
"80576","Triangle Island","unidentified",2009,"p3","tupuplots",0
"80464","Triangle Island","unidentified",2014,"p3","tupuplots",0
"80632","Triangle Island","unidentified",2019,"p3","tupuplots",0
"80688","Triangle Island","unidentified",1984,"p4","tupuplots",0
"81976","Triangle Island","unidentified",1989,"p4","tupuplots",0
"82032","Triangle Island","unidentified",1994,"p4","tupuplots",0
"82088","Triangle Island","unidentified",1999,"p4","tupuplots",0
"82200","Triangle Island","unidentified",2004,"p4","tupuplots",0
"82256","Triangle Island","unidentified",2009,"p4","tupuplots",0
"83824","Triangle Island","unidentified",2014,"p5","tupuplots",1
"83992","Triangle Island","unidentified",2019,"p5","tupuplots",0
"26544","Triangle Island","TUPU",1989,"p1","caauplots",0
"26600","Triangle Island","TUPU",1994,"p1","caauplots",0
"26768","Triangle Island","TUPU",2004,"p1","caauplots",0
"26824","Triangle Island","TUPU",2009,"p1","caauplots",0
"26712","Triangle Island","TUPU",2014,"p1","caauplots",0
"26880","Triangle Island","TUPU",2019,"p1","caauplots",0
"28224","Triangle Island","TUPU",1989,"p2","caauplots",0
"28280","Triangle Island","TUPU",1994,"p2","caauplots",0
"28336","Triangle Island","TUPU",1999,"p2","caauplots",0
"28448","Triangle Island","TUPU",2004,"p2","caauplots",0
"28504","Triangle Island","TUPU",2009,"p2","caauplots",0
"28392","Triangle Island","TUPU",2014,"p2","caauplots",0
"28560","Triangle Island","TUPU",2019,"p2","caauplots",0
"29904","Triangle Island","TUPU",1989,"p3","caauplots",0
"29960","Triangle Island","TUPU",1994,"p3","caauplots",0
"30016","Triangle Island","TUPU",1999,"p3","caauplots",0
"30128","Triangle Island","TUPU",2004,"p3","caauplots",0
"30184","Triangle Island","TUPU",2009,"p3","caauplots",0
"30072","Triangle Island","TUPU",2014,"p3","caauplots",0
"30240","Triangle Island","TUPU",2019,"p3","caauplots",0
"31584","Triangle Island","TUPU",1989,"p4","caauplots",0
"31640","Triangle Island","TUPU",1994,"p4","caauplots",0
"31696","Triangle Island","TUPU",1999,"p4","caauplots",0
"31808","Triangle Island","TUPU",2004,"p4","caauplots",0
"31864","Triangle Island","TUPU",2009,"p4","caauplots",0
"31752","Triangle Island","TUPU",2014,"p4","caauplots",0
"31920","Triangle Island","TUPU",2019,"p4","caauplots",0
"33264","Triangle Island","TUPU",1989,"p5","caauplots",0
"33320","Triangle Island","TUPU",1994,"p5","caauplots",0
"33376","Triangle Island","TUPU",1999,"p5","caauplots",0
"33488","Triangle Island","TUPU",2004,"p5","caauplots",0
"33544","Triangle Island","TUPU",2009,"p5","caauplots",0
"33432","Triangle Island","TUPU",2014,"p5","caauplots",0
"33600","Triangle Island","TUPU",2019,"p5","caauplots",0
"34944","Triangle Island","TUPU",1989,"p6","caauplots",0
"35000","Triangle Island","TUPU",1994,"p6","caauplots",0
"35056","Triangle Island","TUPU",1999,"p6","caauplots",0
"35168","Triangle Island","TUPU",2004,"p6","caauplots",0
"35224","Triangle Island","TUPU",2009,"p6","caauplots",0
"35112","Triangle Island","TUPU",2014,"p6","caauplots",0
"35280","Triangle Island","TUPU",2019,"p6","caauplots",0
"36624","Triangle Island","TUPU",1989,"p7","caauplots",0
"36680","Triangle Island","TUPU",1994,"p7","caauplots",0
"36736","Triangle Island","TUPU",1999,"p7","caauplots",0
"36848","Triangle Island","TUPU",2004,"p7","caauplots",0
"36904","Triangle Island","TUPU",2009,"p7","caauplots",0
"36792","Triangle Island","TUPU",2014,"p7","caauplots",0
"36960","Triangle Island","TUPU",2019,"p7","caauplots",0
"38304","Triangle Island","TUPU",1989,"p8","caauplots",0
"38360","Triangle Island","TUPU",1994,"p8","caauplots",0
"38416","Triangle Island","TUPU",1999,"p8","caauplots",0
"38528","Triangle Island","TUPU",2004,"p8","caauplots",0
"38584","Triangle Island","TUPU",2009,"p8","caauplots",0
"38472","Triangle Island","TUPU",2014,"p8","caauplots",0
"38640","Triangle Island","TUPU",2019,"p8","caauplots",0
"39984","Triangle Island","TUPU",1989,"p9","caauplots",0
"40040","Triangle Island","TUPU",1994,"p9","caauplots",0
"40096","Triangle Island","TUPU",1999,"p9","caauplots",0
"40208","Triangle Island","TUPU",2004,"p9","caauplots",0
"40264","Triangle Island","TUPU",2009,"p9","caauplots",0
"40152","Triangle Island","TUPU",2014,"p9","caauplots",0
"40320","Triangle Island","TUPU",2019,"p9","caauplots",0
"41664","Triangle Island","TUPU",1989,"p10","caauplots",0
"41888","Triangle Island","TUPU",2004,"p10","caauplots",0
"41944","Triangle Island","TUPU",2009,"p10","caauplots",0
"41832","Triangle Island","TUPU",2014,"p10","caauplots",0
"42000","Triangle Island","TUPU",2019,"p10","caauplots",0
"43344","Triangle Island","TUPU",1989,"p11","caauplots",0
"43400","Triangle Island","TUPU",1994,"p11","caauplots",0
"43456","Triangle Island","TUPU",1999,"p11","caauplots",0
"43568","Triangle Island","TUPU",2004,"p11","caauplots",0
"43624","Triangle Island","TUPU",2009,"p11","caauplots",0
"43512","Triangle Island","TUPU",2014,"p11","caauplots",0
"43680","Triangle Island","TUPU",2019,"p11","caauplots",0
"45024","Triangle Island","TUPU",1989,"p12","caauplots",0
"45080","Triangle Island","TUPU",1994,"p12","caauplots",0
"45136","Triangle Island","TUPU",1999,"p12","caauplots",0
"45248","Triangle Island","TUPU",2004,"p12","caauplots",0
"45304","Triangle Island","TUPU",2009,"p12","caauplots",0
"45192","Triangle Island","TUPU",2014,"p12","caauplots",0
"45360","Triangle Island","TUPU",2019,"p12","caauplots",0
"46704","Triangle Island","TUPU",1989,"p13","caauplots",0
"46928","Triangle Island","TUPU",2004,"p13","caauplots",0
"46984","Triangle Island","TUPU",2009,"p13","caauplots",0
"46872","Triangle Island","TUPU",2014,"p13","caauplots",0
"47040","Triangle Island","TUPU",2019,"p13","caauplots",0
"48384","Triangle Island","TUPU",1989,"p14","caauplots",0
"48608","Triangle Island","TUPU",2004,"p14","caauplots",0
"48664","Triangle Island","TUPU",2009,"p14","caauplots",0
"48552","Triangle Island","TUPU",2014,"p14","caauplots",0
"48720","Triangle Island","TUPU",2019,"p14","caauplots",0
"50064","Triangle Island","TUPU",1989,"p15","caauplots",1
"50288","Triangle Island","TUPU",2004,"p15","caauplots",1
"50344","Triangle Island","TUPU",2009,"p15","caauplots",0
"50232","Triangle Island","TUPU",2014,"p15","caauplots",0
"50400","Triangle Island","TUPU",2019,"p15","caauplots",0
"75656","Triangle Island","TUPU",1984,"p1","tupuplots",98
"76944","Triangle Island","TUPU",1989,"p1","tupuplots",100
"77000","Triangle Island","TUPU",1994,"p1","tupuplots",72
"77056","Triangle Island","TUPU",1999,"p1","tupuplots",94
"77168","Triangle Island","TUPU",2004,"p1","tupuplots",71
"77224","Triangle Island","TUPU",2009,"p1","tupuplots",84
"77112","Triangle Island","TUPU",2014,"p1","tupuplots",74
"77280","Triangle Island","TUPU",2019,"p1","tupuplots",63
"77336","Triangle Island","TUPU",1984,"p2","tupuplots",69
"78624","Triangle Island","TUPU",1989,"p2","tupuplots",97
"78680","Triangle Island","TUPU",1994,"p2","tupuplots",75
"78736","Triangle Island","TUPU",1999,"p2","tupuplots",71
"78848","Triangle Island","TUPU",2004,"p2","tupuplots",61
"78904","Triangle Island","TUPU",2009,"p2","tupuplots",71
"78792","Triangle Island","TUPU",2014,"p2","tupuplots",45
"78960","Triangle Island","TUPU",2019,"p2","tupuplots",51
"79016","Triangle Island","TUPU",1984,"p3","tupuplots",16
"80304","Triangle Island","TUPU",1989,"p3","tupuplots",12
"80360","Triangle Island","TUPU",1994,"p3","tupuplots",7
"80416","Triangle Island","TUPU",1999,"p3","tupuplots",8
"80528","Triangle Island","TUPU",2004,"p3","tupuplots",7
"80584","Triangle Island","TUPU",2009,"p3","tupuplots",11
"80472","Triangle Island","TUPU",2014,"p3","tupuplots",33
"80640","Triangle Island","TUPU",2019,"p3","tupuplots",16
"80696","Triangle Island","TUPU",1984,"p4","tupuplots",64
"81984","Triangle Island","TUPU",1989,"p4","tupuplots",67
"82040","Triangle Island","TUPU",1994,"p4","tupuplots",51
"82096","Triangle Island","TUPU",1999,"p4","tupuplots",57
"82208","Triangle Island","TUPU",2004,"p4","tupuplots",36
"82264","Triangle Island","TUPU",2009,"p4","tupuplots",61
"83832","Triangle Island","TUPU",2014,"p5","tupuplots",59
"84000","Triangle Island","TUPU",2019,"p5","tupuplots",83
